date,id,value
2024-07-04,160077920,53660876799
2024-07-05,160077920,53660876799
2024-07-06,160077920,53660876799
2024-07-07,160077920,53660876799
2024-07-08,160077920,53660876799
2024-07-09,160077920,53660876799
2024-07-10,160077920,5730893824
2024-07-11,160077920,53660876799
2024-07-12,160077920,53660876799
2024-07-13,160077920,5764349951
2024-07-14,160077920,53660876799
2024-07-15,160077920,11
2024-07-16,160077920,53660876799
2024-07-17,160077920,47879663616
2024-07-18,160077920,11
2024-07-19,160077920,5798158336
2024-07-20,160077920,47862947839
2024-07-21,160077920,47854550303
2024-07-22,160077920,47846154239
2024-07-23,160077920,11
2024-07-24,160077920,5831962623
2024-07-25,160077920,47812079616
2024-07-26,160077920,47811846144
2024-07-27,160077920,16746945848
2024-07-28,160077920,5865914367
2024-07-29,160077920,16741072605
2024-07-30,160077920,47778316288
2024-07-31,160077920,47761518591
2024-08-01,160077920,7569840348
2024-08-02,160077920,1199762582
2024-08-03,160077920,190153317
2024-08-04,160077920,30137866
2024-08-05,160077920,4776624
2024-08-06,160077920,757058
2024-08-07,160077920,119988
2024-08-08,160077920,19017
2024-08-09,160077920,3014
2024-08-10,160077920,477
2024-08-11,160077920,75
2024-08-12,160077920,12
2024-08-13,160077920,53660876799
2024-08-14,160077920,47626768384
2024-08-15,160077920,47626715136
2024-08-16,160077920,47609905152
2024-08-17,160077920,6067814400
2024-08-18,160077920,47593009152
2024-08-19,160077920,47576199167
2024-08-20,160077920,12
2024-08-21,160077920,6118551552
2024-08-22,160077920,47525220351
2024-08-23,160077920,47491612672
2024-08-24,160077920,47440986111
2024-08-25,160077920,53660876799
2024-08-26,160077920,12
2024-08-27,160077920,53660876799
2024-08-28,160077920,53660876799
2024-08-29,160077920,47255658496
2024-08-30,160077920,12
2024-08-31,160077920,6472421376
2024-09-01,160077920,13
2024-09-02,160077920,47188582399
2024-09-03,160077920,47171637247
2024-09-04,160077920,47137992703
2024-09-05,160077920,47104430080
2024-09-06,160077920,53660876799
2024-09-07,160077920,47003619328
2024-09-08,160077920,47003607039
2024-09-09,160077920,53660876799
2024-09-10,160077920,46953140223
2024-09-11,160077920,13
2024-09-12,160077920,53660876799
2024-09-13,160077920,46851678207
2024-09-14,160077920,53660876799
2024-09-15,160077920,46733910015
2024-09-16,160077920,53660876799
2024-09-17,160077920,46633193471
2024-09-18,160077920,46565773311
2024-09-19,160077920,7179325439
2024-09-20,160077920,46439616512
2024-09-21,160077920,46406135807
2024-09-22,160077920,13
2024-09-23,160077920,7271440383
2024-09-24,160077920,7271211008
2024-09-25,160077920,46372847615
2024-09-26,160077920,7304785920
2024-09-27,160077920,46356119551
2024-09-28,160077920,13
2024-09-29,160077920,7305035776
2024-09-30,160077920,46355841023
2024-10-01,160077920,46339051520
2024-10-02,160077920,7321837567
2024-10-03,160077920,46339022847
2024-10-04,160077920,13
2024-10-05,160077920,7338811392
2024-10-06,160077920,46322307071
2024-10-07,160077920,46322294783
2024-10-08,160077920,46305464319
2024-10-09,160077920,18625438669
2024-10-10,160077920,7491706879
2024-10-11,160077920,7508934655
2024-10-12,160077920,13
2024-10-13,160077920,53660876799
2024-10-14,160077920,53660876799
2024-10-15,160077920,51666659919
2024-10-16,160077920,49746554779
2024-10-17,160077920,47897807140
2024-10-18,160077920,46117765120
2024-10-19,160077920,31715818
2024-10-20,160077920,21811
2024-10-21,160077920,15
2024-10-22,160077920,2248
2024-10-23,160077920,337127
2024-10-24,160077920,50541257
2024-10-25,160077920,7577006079
2024-10-26,160077920,46084055040
2024-10-27,160077920,46084046848
2024-10-28,160077920,46067257343
2024-10-29,160077920,15
2024-10-30,160077920,7593914367
2024-10-31,160077920,7610933248
2024-11-01,160077920,15
2024-11-02,160077920,46033113088
2024-11-03,160077920,7627780095
2024-11-04,160077920,46033096703
2024-11-05,160077920,15
2024-11-06,160077920,7645061120
2024-11-07,160077920,7645192192
2024-11-08,160077920,7661981695
2024-11-09,160077920,53660876799
2024-11-10,160077920,7763566591
2024-11-11,160077920,7822090240
2024-11-12,160077920,53660876799
2024-11-13,160077920,15
2024-11-14,160077920,8009846784
2024-11-15,160077920,8057532415
2024-11-16,160077920,8062783487
2024-11-17,160077920,45598113791
2024-11-18,160077920,8075530239
2024-11-19,160077920,8063266816
2024-11-20,160077920,8075124736
2024-11-21,160077920,2
2024-11-22,160077920,596434944
2024-11-23,160077920,537944064
2024-11-24,160077920,53660876799
2024-11-25,160077920,438030336
2024-11-26,160077920,396386304
2024-11-27,160077920,53660876799
2024-11-28,160077920,53298929663
2024-11-29,160077920,378740735
2024-11-30,160077920,378757120
2024-12-01,160077920,378773503
2024-12-02,160077920,378789888
2024-12-03,160077920,395579392
2024-12-04,160077920,53660876799
2024-12-05,160077920,1
2024-12-06,160077920,412696576
2024-12-07,160077920,412741632
2024-12-08,160077920,53248122879
2024-12-09,160077920,412786688
2024-12-10,160077920,53231296511
2024-12-11,160077920,429596672
2024-12-12,160077920,53231263743
2024-12-13,160077920,53231247360
2024-12-14,160077920,1
2024-12-15,160077920,446181376
2024-12-16,160077920,53660876799
2024-12-17,160077920,1
2024-12-18,160077920,463007743
2024-12-19,160077920,53197811711
2024-12-20,160077920,463032319
2024-12-21,160077920,1
2024-12-22,160077920,479866880
2024-12-23,160077920,479895552
2024-12-24,160077920,479907840
2024-12-25,160077920,1
2024-12-26,160077920,496685056
2024-12-27,160077920,496705536
2024-12-28,160077920,496726015
2024-12-29,160077920,496836607
2024-12-30,160077920,53147340799
2024-12-31,160077920,513552384
2025-01-01,160077920,53147561984
2025-01-02,160077920,53147545600
2025-01-03,160077920,1
2025-01-04,160077920,53130743808
2025-01-05,160077920,530149375
2025-01-06,160077920,530165760
2025-01-07,160077920,53113917440
2025-01-08,160077920,546967552
2025-01-09,160077920,53113892864
2025-01-10,160077920,547008512
2025-01-11,160077920,547024895
2025-01-12,160077920,2
2025-01-13,160077920,563826688
2025-01-14,160077920,563843072
2025-01-15,160077920,5500573935
2025-01-16,160077920,53660876799
2025-01-17,160077920,580677631
2025-01-18,160077920,53080190976
2025-01-19,160077920,580448255
2025-01-20,160077920,597180415
2025-01-21,160077920,2
2025-01-22,160077920,597274623
2025-01-23,160077920,597282816
2025-01-24,160077920,53012656127
2025-01-25,160077920,766574591
2025-01-26,160077920,868499455
2025-01-27,160077920,986492927
2025-01-28,160077920,53660876799
2025-01-29,160077920,1138147328
2025-01-30,160077920,1226091342
2025-01-31,160077920,1320830741
2025-02-01,160077920,1422890602
2025-02-02,160077920,1532836572
2025-02-03,160077920,1651278005
2025-02-04,160077920,1778871343
2025-02-05,160077920,1916323748
2025-02-06,160077920,2064397023
2025-02-07,160077920,2223911839
2025-02-08,160077920,2395752276
2025-02-09,160077920,2580870729
2025-02-10,160077920,2780293183
2025-02-11,160077920,2995124899
2025-02-12,160077920,3226556542
2025-02-13,160077920,3475870781
2025-02-14,160077920,3744449393
2025-02-15,160077920,4033780926
2025-02-16,160077920,4345468946
2025-02-17,160077920,4681240927
2025-02-18,160077920,5042957824
2025-02-19,160077920,5432624384
2025-02-20,160077920,5852400265
2025-02-21,160077920,6304611995
2025-02-22,160077920,6791765876
2025-02-23,160077920,7316561867
2025-02-24,160077920,7881908554
2025-02-25,160077920,8490939267
2025-02-26,160077920,9147029446
2025-02-27,160077920,9853815350
2025-02-28,160077920,10615214210
2025-03-01,160077920,11435445939
2025-03-02,160077920,12319056519
2025-03-03,160077920,13270943200
2025-03-04,160077920,14296381638
2025-03-05,160077920,15401055137
2025-03-06,160077920,16591086146
2025-03-07,160077920,17873070193
2025-03-08,160077920,19254112437
2025-03-09,160077920,20741867052
2025-03-10,160077920,22344579642
2025-03-11,160077920,24071132948
2025-03-12,160077920,25931096072
2025-03-13,160077920,27934777518
2025-03-14,160077920,30093282320
2025-03-15,160077920,32418573594
2025-03-16,160077920,34923538838
2025-03-17,160077920,37622061361
2025-03-18,160077920,40529097226
2025-03-19,160077920,43660758144
2025-03-20,160077920,47034400768
2025-03-21,160077920,46866550784
2025-03-22,160077920,13
2025-03-23,160077920,13
2025-03-24,160077920,46530416640
2025-03-25,160077920,13
2025-03-26,160077920,7365439488
2025-03-27,160077920,46094151679
2025-03-28,160077920,53660876799
2025-03-29,160077920,45875826687
2025-03-30,160077920,15
2025-03-31,160077920,15
2025-04-01,160077920,45540007936
2025-04-02,160077920,15
2025-04-03,160077920,53660876799
2025-04-04,160077920,53660876799
2025-04-05,160077920,53660876799
2025-04-06,160077920,44969107455
2025-04-07,160077920,53660876799
2025-04-08,160077920,17
2025-04-09,160077920,53660876799
2025-04-10,160077920,8961060864
2025-04-11,160077920,8978108416
2025-04-12,160077920,17
2025-04-13,160077920,44682452991
2025-04-14,160077920,53660876799
2025-04-15,160077920,44682420224
2025-04-16,160077920,53660876799
2025-04-17,160077920,53660876799
2025-04-18,160077920,17
2025-04-19,160077920,44682199039
2025-04-20,160077920,8959283200
2025-04-21,160077920,53660876799
2025-04-22,160077920,44695846911
2025-04-23,160077920,8966397952
2025-04-24,160077920,9001197568
2025-04-25,160077920,53660876799
2025-04-26,160077920,44688056320
2025-04-27,160077920,17
2025-04-28,160077920,44684734463
